CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JF142048,02/12/2022 07:22:00 AM,028XX S DR MARTIN LUTHER KING JR DR,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,APARTMENT,N,N,133,4,15,1179375,1886199,41.843016958,-87.61722727,"(41.843016958, -87.61722727)"
JF163529,03/04/2022 06:25:00 AM,057XX S PAYNE DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,233,20,07,1182147,1867023,41.790332692,-87.607649142,"(41.790332692, -87.607649142)"
JF142951,02/12/2022 09:30:00 PM,062XX S COTTAGE GROVE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,313,20,07,1182636,1863808,41.781499104,-87.605955856,"(41.781499104, -87.605955856)"
JF141994,02/12/2022 02:08:00 AM,051XX N SAYRE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,1613,41,26,1128944,1933652,41.974239108,-87.801219009,"(41.974239108, -87.801219009)"
JF163159,03/04/2022 10:00:00 AM,021XX S FAIRFIELD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,N,N,1023,12,05,1158364,1889555,41.852681048,-87.694240791,"(41.852681048, -87.694240791)"
JF142349,02/12/2022 01:26:00 PM,002XX W 103RD ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GAS STATION,Y,N,511,9,18,1176618,1836644,41.707095328,-87.628834415,"(41.707095328, -87.628834415)"
JF141850,02/12/2022 12:43:00 AM,013XX N PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2534,27,07,1149466,1908864,41.905844192,-87.726398267,"(41.905844192, -87.726398267)"
JF142722,02/12/2022 09:18:00 PM,013XX S CENTRAL PARK AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1011,24,15,1152588,1893461,41.863515576,-87.715337436,"(41.863515576, -87.715337436)"
JF145418,02/12/2022 11:30:00 AM,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1833,42,06,1177324,1906733,41.899410159,-87.624131266,"(41.899410159, -87.624131266)"
JF147491,02/11/2022 12:01:00 AM,004XX W 102ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2232,9,14,1175081,1837276,41.708863995,-87.634444098,"(41.708863995, -87.634444098)"
JF142087,02/12/2022 12:42:00 AM,056XX N MENARD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,1622,45,08A,1136548,1937214,41.983880533,-87.773170787,"(41.983880533, -87.773170787)"
JF142271,02/12/2022 12:30:00 PM,076XX W ADDISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1631,38,14,1124309,1923058,41.945245674,-87.818497674,"(41.945245674, -87.818497674)"
JF142041,02/12/2022 05:30:00 AM,076XX S COTTAGE GROVE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,624,8,07,1182886,1854567,41.756135096,-87.605326074,"(41.756135096, -87.605326074)"
JF142823,02/12/2022 12:00:00 AM,071XX S BENNETT AVE,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,APARTMENT,N,Y,333,5,02,1189945,1857919,41.765166438,-87.579349066,"(41.765166438, -87.579349066)"
JF146521,02/12/2022 06:25:00 PM,051XX W LAKE ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,N,N,1532,28,26,1142101,1901979,41.887090755,-87.753623743,"(41.887090755, -87.753623743)"
JF141999,02/12/2022 07:49:00 AM,053XX W LE MOYNE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE NON-COMMERCIAL,N,N,2532,37,26,1140620,1909461,41.907649583,-87.758878494,"(41.907649583, -87.758878494)"
JF143057,02/12/2022 11:00:00 PM,046XX N KEDZIE AVE,0810,THEFT,OVER $500,TAVERN / LIQUOR STORE,N,N,1713,33,06,1154215,1930526,41.965192833,-87.708373331,"(41.965192833, -87.708373331)"
JF142765,02/12/2022 10:50:00 PM,049XX W GRAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2533,36,08B,1142963,1912366,41.915577837,-87.750198914,"(41.915577837, -87.750198914)"
JF142818,02/12/2022 11:28:00 PM,022XX S MICHIGAN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,N,N,132,3,04B,1177563,1889424,41.851907852,-87.623779006,"(41.851907852, -87.623779006)"
JF142040,02/12/2022 01:30:00 AM,002XX W VAN BUREN ST,0810,THEFT,OVER $500,APARTMENT,N,N,122,25,06,1174617,1898485,41.87683815,-87.634320718,"(41.87683815, -87.634320718)"
JF144003,02/12/2022 08:00:00 PM,011XX E 52ND ST,0810,THEFT,OVER $500,STREET,N,N,233,5,06,1184855,1870902,41.800913824,-87.597598015,"(41.800913824, -87.597598015)"
JF124251,01/26/2022 03:31:00 AM,013XX N LAWNDALE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,2535,26,05,1151462,1908600,41.905080763,-87.719073139,"(41.905080763, -87.719073139)"
JF111918,01/12/2022 09:15:00 PM,116XX S VINCENNES AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,N,N,2234,34,26,1165754,1827659,41.682675977,-87.668872224,"(41.682675977, -87.668872224)"
JF110219,01/12/2022 06:05:00 AM,032XX S PRINCETON AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,Y,N,915,11,26,1174815,1883498,41.835708311,-87.634041889,"(41.835708311, -87.634041889)"
JF111055,01/12/2022 10:25:00 PM,003XX S CICERO AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1131,28,08B,1144446,1898013,41.87616378,-87.745111964,"(41.87616378, -87.745111964)"
JF143102,02/12/2022 03:00:00 PM,047XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,821,14,06,1155836,1873122,41.807638118,-87.70396125,"(41.807638118, -87.70396125)"
JE489594,12/26/2021 08:12:00 PM,002XX N WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,111,42,07,1176773,1901888,41.886127716,-87.626301698,"(41.886127716, -87.626301698)"
JE409618,10/14/2021 11:00:00 AM,110XX S EMERALD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2233,34,07,1173281,1831633,41.693418652,-87.641201933,"(41.693418652, -87.641201933)"
JE489596,12/26/2021 09:05:00 PM,023XX S SEELEY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1034,25,06,1163002,1888563,41.849862917,-87.677245704,"(41.849862917, -87.677245704)"
JE489026,12/26/2021 05:45:00 AM,012XX N DEARBORN ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,1824,2,06,1175711,1908536,41.904394115,-87.630001432,"(41.904394115, -87.630001432)"
JE489821,12/26/2021 10:00:00 PM,023XX N MAPLEWOOD AVE,0810,THEFT,OVER $500,STREET,N,N,1431,1,06,1158927,1915396,41.923579551,-87.691464951,"(41.923579551, -87.691464951)"
JE490741,12/26/2021 12:00:00 PM,009XX W 29TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,913,11,26,1170208,1885303,41.840763071,-87.650893801,"(41.840763071, -87.650893801)"
JE489413,12/26/2021 04:00:00 PM,058XX N CALIFORNIA AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,2011,40,05,1156624,1938595,41.987286026,-87.699296389,"(41.987286026, -87.699296389)"
JE489574,12/26/2021 04:30:00 PM,005XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,STREET,N,N,1834,42,06,1177342,1903838,41.891465732,-87.624153044,"(41.891465732, -87.624153044)"
JE489159,12/26/2021 10:14:00 AM,045XX S MOZART ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SIDEWALK,N,Y,922,15,20,1158126,1874523,41.811436318,-87.695523965,"(41.811436318, -87.695523965)"
JE489363,12/26/2021 03:30:00 PM,025XX W CORTEZ ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,N,Y,1211,1,04A,1159297,1906900,41.900258262,-87.69033946,"(41.900258262, -87.69033946)"
JE488972,12/26/2021 01:38:00 AM,022XX E 70TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,331,5,14,1192219,1858649,41.767114613,-87.570990609,"(41.767114613, -87.570990609)"
JE489265,12/26/2021 12:00:00 PM,060XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2512,30,14,1135557,1915314,41.923802451,-87.777338138,"(41.923802451, -87.777338138)"
JE489634,12/26/2021 02:00:00 PM,113XX S THROOP ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,2234,34,05,1169700,1829329,41.687174313,-87.65437925,"(41.687174313, -87.65437925)"
JE490440,12/26/2021 08:00:00 PM,021XX N OAKLEY AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1432,32,06,1160685,1914157,41.920143357,-87.685039816,"(41.920143357, -87.685039816)"
JE489575,12/26/2021 08:00:00 PM,001XX W 117TH ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,522,34,04B,1177223,1827363,41.681613308,-87.626897663,"(41.681613308, -87.626897663)"
JE489584,12/26/2021 08:23:00 PM,009XX N LARAMIE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,Y,N,1531,37,26,1141518,1905847,41.8977158,-87.755669081,"(41.8977158, -87.755669081)"
JE489803,12/26/2021 11:40:00 PM,069XX S JEFFERY BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,332,5,14,1190743,1859334,41.769030079,-87.576378563,"(41.769030079, -87.576378563)"
JE489419,12/26/2021 04:30:00 PM,0000X E OAK ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1824,42,15,1176642,1907225,41.900775673,-87.626621327,"(41.900775673, -87.626621327)"
JE475394,12/12/2021 09:38:00 PM,014XX N KILPATRICK AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,2533,37,04A,1144789,1909261,41.907023125,-87.743568707,"(41.907023125, -87.743568707)"
JE489542,12/26/2021 07:29:00 PM,005XX E 109TH ST,0810,THEFT,OVER $500,RESIDENCE,Y,N,513,9,06,1181678,1832793,41.696412583,-87.610423228,"(41.696412583, -87.610423228)"
JE489297,12/26/2021 02:21:00 PM,055XX S SHIELDS AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,711,3,04B,1174914,1868159,41.793614467,-87.634136585,"(41.793614467, -87.634136585)"
JE489338,12/26/2021 02:44:00 PM,063XX N ARTESIAN AVE,0460,BATTERY,SIMPLE,RESTAURANT,N,N,2413,50,08B,1158833,1942076,41.996792865,-87.691075574,"(41.996792865, -87.691075574)"
JE423949,10/27/2021 09:05:00 AM,0000X E 8TH ST,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,RESTAURANT,Y,N,123,4,03,1176857,1896680,41.871834768,-87.62615082,"(41.871834768, -87.62615082)"
JE489049,12/26/2021 06:50:00 AM,013XX S WABASH AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,131,3,06,1176980,1894175,41.864958112,-87.625775047,"(41.864958112, -87.625775047)"
JE490792,12/26/2021 02:00:00 AM,085XX S SEELEY AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,614,18,06,1164175,1848106,41.738819194,-87.674079297,"(41.738819194, -87.674079297)"
JE489002,12/26/2021 03:20:00 AM,020XX S WESTERN AVE,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA STATION,N,N,1234,25,08A,1160685,1890246,41.854529505,-87.685702859,"(41.854529505, -87.685702859)"
JE489357,12/26/2021 02:00:00 PM,008XX W EASTWOOD AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,N,N,1914,46,08B,1169806,1931096,41.966430564,-87.651032417,"(41.966430564, -87.651032417)"
JE489378,12/26/2021 02:51:00 PM,081XX S RICHMOND ST,0560,ASSAULT,SIMPLE,SIDEWALK,Y,Y,835,18,08A,1158127,1850507,41.745532927,-87.69617299,"(41.745532927, -87.69617299)"
JF147694,01/25/2022 01:55:00 PM,080XX S PAULINA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,N,N,611,21,07,1166408,1851432,41.747898988,-87.665803479,"(41.747898988, -87.665803479)"
JF142810,02/12/2022 11:53:00 PM,093XX S ADA ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,N,2222,21,04A,1168970,1842777,41.724093504,-87.656664841,"(41.724093504, -87.656664841)"
JE448686,11/08/2021 05:49:00 PM,098XX S THROOP ST,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,N,N,2213,21,02,1169390,1839586,41.715327851,-87.655218462,"(41.715327851, -87.655218462)"
JF141948,02/12/2022 04:10:00 AM,054XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,923,14,06,1155977,1868216,41.794172544,-87.70357593,"(41.794172544, -87.70357593)"
JE489794,12/26/2021 10:00:00 PM,082XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,631,8,14,1182993,1850485,41.744931171,-87.60506057,"(41.744931171, -87.60506057)"
JE394493,10/01/2021 10:20:00 AM,053XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",N,N,1522,29,06,1141004,1896112,41.871011224,-87.757796773,"(41.871011224, -87.757796773)"
JE489472,12/26/2021 05:08:00 PM,037XX W CHICAGO AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1112,27,04A,1151351,1905082,41.895429205,-87.719573333,"(41.895429205, -87.719573333)"
JE489077,12/26/2021 08:20:00 AM,002XX W ST PAUL AVE,1020,ARSON,BY FIRE,ALLEY,N,N,1814,43,09,1174228,1911885,41.913617167,-87.635348736,"(41.913617167, -87.635348736)"
JE489215,12/26/2021 12:00:00 PM,016XX S WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1023,28,14,1160638,1891922,41.859129591,-87.685828978,"(41.859129591, -87.685828978)"
JE489990,12/26/2021 12:00:00 AM,100XX W OHARE ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,N,N,1651,41,06,1100658,1934241,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
JE489281,12/26/2021 01:27:00 PM,043XX W 14TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE - COMMERCIAL,Y,N,1011,24,15,1147796,1893024,41.862409706,-87.732939912,"(41.862409706, -87.732939912)"
JE489387,12/26/2021 02:53:00 PM,011XX S CANAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,N,N,124,25,11,1173305,1895394,41.868385458,-87.639229711,"(41.868385458, -87.639229711)"
JE488961,12/26/2021 01:07:00 AM,064XX S MAPLEWOOD AVE,1020,ARSON,BY FIRE,RESIDENCE - GARAGE,N,N,825,16,09,1160484,1861776,41.776408516,-87.687226312,"(41.776408516, -87.687226312)"
JE489066,12/26/2021 08:00:00 AM,002XX E ONTARIO ST,0460,BATTERY,SIMPLE,STREET,Y,N,1834,42,08B,1178036,1904541,41.893379029,-87.621582923,"(41.893379029, -87.621582923)"
JE489923,12/26/2021 10:15:00 PM,077XX S JEFFERY BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,414,8,07,1190879,1854070,41.754581944,-87.576049926,"(41.754581944, -87.576049926)"
JE489170,12/26/2021 11:00:00 AM,041XX N TRIPP AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,1722,39,08A,1147256,1927207,41.956221677,-87.734045486,"(41.956221677, -87.734045486)"
JE489354,12/26/2021 04:00:00 PM,039XX W MADISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,N,N,1122,28,01A,1150223,1899725,41.880751096,-87.723855981,"(41.880751096, -87.723855981)"
JE489416,12/26/2021 02:40:00 PM,035XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,212,4,08B,1181368,1881512,41.830109681,-87.610058377,"(41.830109681, -87.610058377)"
JE489607,12/26/2021 09:10:00 PM,049XX W FULTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1532,28,08B,1143188,1901474,41.885684754,-87.749644536,"(41.885684754, -87.749644536)"
JE489519,12/26/2021 06:53:00 PM,070XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,322,6,14,1178812,1858369,41.766661835,-87.620140767,"(41.766661835, -87.620140767)"
JE489702,12/26/2021 08:39:00 PM,020XX N CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1431,1,08B,1159551,1913813,41.919222845,-87.689215828,"(41.919222845, -87.689215828)"
JE491782,12/26/2021 09:03:00 PM,012XX W ROOSEVELT RD,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SMALL RETAIL STORE,N,N,1233,25,10,1168413,1894846,41.866988841,-87.657205006,"(41.866988841, -87.657205006)"
JE490357,12/26/2021 04:00:00 PM,026XX W LOGAN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1431,32,14,1158375,1917186,41.928502761,-87.693444126,"(41.928502761, -87.693444126)"
JE489036,12/26/2021 02:00:00 AM,048XX W AUGUSTA BLVD,0810,THEFT,OVER $500,STREET,N,N,1531,37,06,1143848,1906208,41.898663056,-87.74710208,"(41.898663056, -87.74710208)"
JE489180,12/26/2021 11:22:00 AM,042XX N TRIPP AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,1722,39,08A,1147240,1927746,41.957701042,-87.73409045,"(41.957701042, -87.73409045)"
JE489296,12/26/2021 01:51:00 PM,056XX W NORTH AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,2531,29,04A,1138253,1910065,41.9093502,-87.76755907,"(41.9093502, -87.76755907)"
JE489599,12/26/2021 08:20:00 PM,028XX N MASON AVE,0560,ASSAULT,SIMPLE,STREET,N,Y,2514,30,08A,1136236,1918267,41.931893707,-87.774772504,"(41.931893707, -87.774772504)"
JE490263,12/26/2021 10:00:00 PM,012XX N MASSASOIT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2531,29,14,1137788,1907716,41.902912666,-87.769324039,"(41.902912666, -87.769324039)"
JF145742,02/12/2022 09:00:00 AM,025XX W 62ND ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,825,16,08A,1160570,1863464,41.78103885,-87.686864519,"(41.78103885, -87.686864519)"
JF141940,02/12/2022 03:34:00 AM,062XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,714,15,08B,1165749,1863307,41.780499607,-87.667881635,"(41.780499607, -87.667881635)"
JF141891,02/12/2022 02:00:00 AM,020XX W 48TH ST,031A,ROBBERY,ARMED - HANDGUN,DRIVEWAY - RESIDENTIAL,N,N,931,15,03,1163686,1872831,41.806678224,-87.675177661,"(41.806678224, -87.675177661)"
JF143223,02/12/2022 02:00:00 AM,008XX E 38TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,212,4,08B,1182526,1879895,41.825645688,-87.605859954,"(41.825645688, -87.605859954)"
JF144924,02/12/2022 12:00:00 PM,031XX W WILSON AVE,0880,THEFT,PURSE-SNATCHING,STREET,N,N,1724,33,06,1154406,1930350,41.964706053,-87.707675791,"(41.964706053, -87.707675791)"
JE393850,10/01/2021 09:50:00 AM,046XX W BARRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2521,31,14,1144728,1920202,41.937047475,-87.743516351,"(41.937047475, -87.743516351)"
JF142366,02/12/2022 02:00:00 PM,065XX N CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2412,50,08B,1158468,1943227,41.999958756,-87.692386565,"(41.999958756, -87.692386565)"
JF142783,02/12/2022 11:12:00 PM,004XX N ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),N,N,1123,27,14,1152975,1902645,41.888709801,-87.713673374,"(41.888709801, -87.713673374)"
JF143318,02/12/2022 02:00:00 PM,054XX W HIRSCH ST,0810,THEFT,OVER $500,RESIDENCE,N,N,2532,37,06,1139845,1908784,41.905806023,-87.761742039,"(41.905806023, -87.761742039)"
JF141868,02/12/2022 01:17:00 AM,036XX S PAULINA ST,0560,ASSAULT,SIMPLE,STREET,N,N,912,12,08A,1165615,1880482,41.827632661,-87.6678854,"(41.827632661, -87.6678854)"
JF142577,02/12/2022 05:35:00 PM,131XX S BURLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,433,10,14,1199756,1818501,41.656758434,-87.544712834,"(41.656758434, -87.544712834)"
JF162690,03/04/2022 02:00:00 AM,048XX W CORTLAND ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,2533,36,26,1143917,1912197,41.91509623,-87.746698205,"(41.91509623, -87.746698205)"
JF142702,02/12/2022 08:50:00 PM,120XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,532,9,08A,1179015,1824866,41.674720657,-87.620413624,"(41.674720657, -87.620413624)"
JF142699,02/12/2022 08:45:00 PM,085XX S GIVINS CT,0810,THEFT,OVER $500,STREET,N,N,622,21,06,1172734,1848251,41.739032894,-87.642716583,"(41.739032894, -87.642716583)"
JF142449,02/12/2022 02:30:00 PM,033XX W NORTH AVE,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,1422,26,08A,1153683,1910432,41.910064005,-87.710865831,"(41.910064005, -87.710865831)"
JF142277,02/12/2022 02:00:00 AM,037XX W 13TH ST,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),N,N,1011,24,08A,1151624,1893785,41.864423657,-87.718867725,"(41.864423657, -87.718867725)"
JF142260,02/12/2022 12:25:00 PM,049XX W IOWA ST,0460,BATTERY,SIMPLE,APARTMENT,N,Y,1531,37,08B,1143360,1905530,41.896811683,-87.748911462,"(41.896811683, -87.748911462)"
JF141924,02/12/2022 03:15:00 AM,021XX E 100TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,431,7,14,1192264,1839087,41.713433639,-87.571460456,"(41.713433639, -87.571460456)"
JF146841,02/11/2022 04:25:00 PM,008XX S LAVERGNE AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,N,N,1533,29,26,1143392,1895752,41.869979067,-87.749038447,"(41.869979067, -87.749038447)"
JF142736,02/12/2022 09:40:00 PM,018XX N KIMBALL AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,N,N,1422,1,04A,1153411,1912026,41.914443495,-87.711822623,"(41.914443495, -87.711822623)"
JF147416,01/06/2022 04:00:00 PM,051XX W 55TH ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,814,23,11,1142940,1867661,41.79290166,-87.751396529,"(41.79290166, -87.751396529)"
JF142970,02/12/2022 07:00:00 PM,016XX W DIVISION ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1424,1,06,1164808,1908052,41.903304304,-87.670064675,"(41.903304304, -87.670064675)"
JF141921,02/12/2022 03:10:00 AM,006XX N DEARBORN ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1832,42,08B,1175825,1904582,41.893541578,-87.629701805,"(41.893541578, -87.629701805)"
JF142029,02/12/2022 08:18:00 AM,004XX N MICHIGAN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SMALL RETAIL STORE,N,N,1834,42,04A,1177361,1903270,41.889906681,-87.624100509,"(41.889906681, -87.624100509)"
JF142324,02/12/2022 12:30:00 PM,015XX E 67TH ST,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,N,N,321,5,06,1187565,1860868,41.773315666,-87.587978676,"(41.773315666, -87.587978676)"
JF142802,02/12/2022 10:45:00 PM,016XX E 69TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,332,5,08B,1188467,1859563,41.769713138,-87.584713848,"(41.769713138, -87.584713848)"
JF142820,02/12/2022 07:30:00 PM,061XX N CALIFORNIA AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2413,40,06,1156561,1940577,41.992726003,-87.699474151,"(41.992726003, -87.699474151)"
JF166229,03/04/2022 12:00:00 PM,045XX S TALMAN AVE,3970,INTIMIDATION,EXTORTION,RESIDENCE,N,N,922,15,26,1159461,1874492,41.811323957,-87.690628084,"(41.811323957, -87.690628084)"
JF115762,01/10/2022 04:00:00 PM,009XX W RANDOLPH ST,0820,THEFT,$500 AND UNDER,RESTAURANT,N,N,1224,27,06,1169948,1901222,41.884451738,-87.651383878,"(41.884451738, -87.651383878)"
JF142410,02/12/2022 02:00:00 PM,043XX W WILCOX ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1115,28,07,1147514,1898984,41.878770067,-87.733822305,"(41.878770067, -87.733822305)"
JF142551,02/12/2022 04:34:00 PM,039XX W MADISON ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,Y,N,1122,28,18,1150055,1899721,41.880743391,-87.724472972,"(41.880743391, -87.724472972)"
JF142544,02/12/2022 04:34:00 PM,012XX S THROOP ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,N,N,1233,25,18,1167902,1894432,41.86586382,-87.659092881,"(41.86586382, -87.659092881)"
JF142847,02/07/2022 04:00:00 AM,105XX S BENSLEY AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,N,N,434,7,17,1194536,1835716,41.704127811,-87.563250148,"(41.704127811, -87.563250148)"
JF162626,03/04/2022 02:27:00 AM,013XX N KEDZIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1422,26,15,1154774,1909050,41.906249879,-87.706894994,"(41.906249879, -87.706894994)"
JF147314,02/04/2022 04:30:00 PM,034XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,915,11,06,1171534,1881930,41.831478244,-87.646126931,"(41.831478244, -87.646126931)"
