,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,community_id
3521,JE267444,06/15/2021 08:00:00 PM,008XX W KINZIE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27.0,06,1170555,1902893,41.889023816,-87.649105984,"(41.889023816, -87.649105984)",28
3522,JE306813,07/19/2021 04:08:00 PM,035XX W PERSHING RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,911,12.0,14,1153479,1878513,41.822478793,-87.71246329799999,"(41.822478793, -87.712463298)",58
3523,JE293419,07/07/2021 09:45:00 AM,006XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,N,N,1834,42.0,08B,1177327,1904307,41.892753031,-87.62419389600001,"(41.892753031, -87.624193896)",8
3524,JE267299,06/15/2021 06:30:00 PM,025XX S WASHTENAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1034,24.0,14,1158765,1887197,41.846202241,-87.69283354299999,"(41.846202241, -87.692833543)",30
3525,JE293992,07/07/2021 09:30:00 PM,021XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1223,27.0,08B,1162174,1900973,41.883934435,-87.679937917,"(41.883934435, -87.679937917)",28
3526,JE292894,07/07/2021 12:34:00 AM,052XX S KENWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,234,4.0,14,1186051,1870728,41.80040818,-87.59321743299999,"(41.80040818, -87.593217433)",41
3527,JE292997,07/07/2021 06:45:00 AM,052XX S LUNA AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - PORCH / HALLWAY,N,N,814,14.0,26,1140248,1869369,41.797638283000005,-87.76122628200001,"(41.797638283, -87.761226282)",56
3528,JE267361,06/15/2021 07:37:00 PM,078XX S TROY ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,N,N,835,18.0,15,1156733,1852634,41.751397970999996,-87.701223651,"(41.751397971, -87.701223651)",70
3529,JE299068,07/05/2021 04:50:00 AM,001XX N KILDARE AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,N,N,1114,28.0,17,1147707,1900316,41.882421526,-87.73307943299999,"(41.882421526, -87.733079433)",26
3530,JE307271,07/19/2021 08:30:00 PM,003XX E 132ND ST,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,N,Y,533,9.0,06,1180856,1817919,41.655615037,-87.613887579,"(41.655615037, -87.613887579)",54
3531,JE416220,10/20/2021 11:30:00 AM,035XX W CONGRESS PKWY,0820,THEFT,$500 AND UNDER,STREET,N,N,1133,28.0,06,1152905,1897466,41.874499471,-87.714067682,"(41.874499471, -87.714067682)",27
3532,JE351601,08/26/2021 10:30:00 PM,029XX N SPAULDING AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1412,35.0,06,1153868,1919583,41.93517142,-87.709941826,"(41.93517142, -87.709941826)",21
3533,JE294306,07/07/2021 10:33:00 PM,018XX W 51ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,931,20.0,14,1164987,1870870,41.80126957,-87.670461481,"(41.80126957, -87.670461481)",61
3534,JE266849,06/15/2021 12:28:00 PM,041XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1115,28.0,08B,1148893,1898691,41.877939497,-87.728766419,"(41.877939497, -87.728766419)",26
3535,JE293253,07/07/2021 11:28:00 AM,004XX W DIVISION ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1821,27.0,06,1173175,1908290,41.903775756,-87.639324074,"(41.903775756, -87.639324074)",8
3536,JE307285,07/19/2021 09:20:00 PM,066XX N OLIPHANT AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1612,41.0,03,1124476,1943566,42.001519122,-87.81742988100001,"(42.001519122, -87.817429881)",9
3537,JE351189,08/26/2021 08:39:00 PM,077XX S SANGAMON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,N,N,621,17.0,04A,1171314,1853611,41.753772600000005,-87.647762725,"(41.7537726, -87.647762725)",71
3538,JE292884,07/07/2021 12:17:00 AM,046XX S WOOD ST,0325,ROBBERY,VEHICULAR HIJACKING,STREET,N,Y,924,15.0,03,1165125,1874025,41.809924338,-87.669866067,"(41.809924338, -87.669866067)",61
3539,JE306330,07/19/2021 07:00:00 AM,101XX S HOXIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,431,7.0,14,1195141,1838304,41.711214671,-87.560949784,"(41.711214671, -87.560949784)",51
3540,JE357917,08/25/2021 08:21:00 AM,015XX S WABASH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,131,3.0,11,1177014,1892855,41.861335178000004,-87.625690175,"(41.861335178, -87.625690175)",33
3541,JE267270,06/15/2021 04:54:00 PM,045XX S WABASH AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,215,3.0,05,1177475,1874972,41.812252428,-87.624539642,"(41.812252428, -87.624539642)",38
3542,JE279177,06/25/2021 02:28:00 PM,042XX N MARINE DR,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,N,1915,46.0,26,1170986,1928779,41.960046783,-87.646762046,"(41.960046783, -87.646762046)",3
3543,JE294331,07/07/2021 08:00:00 PM,027XX N NARRAGANSETT AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2512,36.0,10,1133275,1917524,41.929907246999996,-87.785671374,"(41.929907247, -87.785671374)",19
3544,JE266636,06/15/2021 09:50:00 AM,025XX W GEORGE ST,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,N,N,1411,33.0,08B,1159084,1919182,41.933965371999996,-87.69078382299999,"(41.933965372, -87.690783823)",21
3545,JE307210,07/19/2021 08:12:00 PM,112XX S WENTWORTH AVE,2027,NARCOTICS,POSSESS - CRACK,STREET,Y,N,522,34.0,18,1176936,1830594,41.690486111,-87.627851381,"(41.690486111, -87.627851381)",49
3546,JE307109,07/19/2021 04:30:00 PM,055XX W IRVING PARK RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1633,38.0,07,1138699,1926048,41.953201166999996,-87.765531798,"(41.953201167, -87.765531798)",15
3547,JE307303,07/19/2021 10:49:00 PM,034XX W BERTEAU AVE,0460,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,1723,35.0,08B,1152516,1927700,41.957471937,-87.714695204,"(41.957471937, -87.714695204)",16
3548,JE293387,07/07/2021 12:20:00 PM,076XX S STEWART AVE,0560,ASSAULT,SIMPLE,STREET,N,N,621,17.0,08A,1174949,1854311,41.755613227,-87.634420924,"(41.755613227, -87.634420924)",69
3549,JE294215,07/07/2021 07:00:00 PM,057XX N BERNARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1711,39.0,14,1152347,1937847,41.98531928,-87.715047286,"(41.98531928, -87.715047286)",13
3550,JE307558,07/19/2021 04:45:00 AM,036XX S KOSTNER AVE,0810,THEFT,OVER $500,VEHICLE - COMMERCIAL,N,N,1031,22.0,06,1147225,1880119,41.827007608,-87.73536583799999,"(41.827007608, -87.735365838)",30
3551,JE322613,08/01/2021 02:30:00 PM,029XX N SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1412,35.0,08B,1153868,1919574,41.935146723,-87.70994206600001,"(41.935146723, -87.709942066)",21
3552,JE294018,07/07/2021 10:33:00 PM,051XX S HONORE ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,N,N,932,16.0,15,1164882,1870702,41.800810779,-87.670851304,"(41.800810779, -87.670851304)",61
3553,JE234401,05/17/2021 11:00:00 PM,071XX S RIDGEWAY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,833,13.0,07,1152599,1857097,41.763727526,-87.71625562,"(41.763727526, -87.71625562)",65
3554,JE363375,09/03/2021 04:00:00 PM,066XX S KENWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,321,5.0,14,1186208,1861287,41.774497604000004,-87.592939826,"(41.774497604, -87.592939826)",42
3555,JE323603,08/01/2021 08:00:00 PM,083XX S ABERDEEN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,613,21.0,11,1170438,1849489,41.742480389,-87.651092729,"(41.742480389, -87.651092729)",71
3556,JE416637,10/20/2021 07:00:00 AM,035XX N ROCKWELL ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1921,47.0,07,1158146,1923471,41.945753911,-87.69411341799999,"(41.945753911, -87.694113418)",5
3557,JE356993,07/06/2021 05:00:00 PM,019XX W BRADLEY PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1922,47.0,11,1162654,1924911,41.9496119,-87.67750311,"(41.9496119, -87.67750311)",5
3558,JE292991,07/07/2021 01:00:00 AM,068XX S MAPLEWOOD AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,N,N,832,17.0,14,1160554,1859189,41.769307976,-87.68704096399999,"(41.769307976, -87.687040964)",66
3559,JE293700,07/07/2021 04:30:00 PM,057XX N CLARK ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,2013,48.0,06,1164763,1938213,41.986068564,-87.66937179600001,"(41.986068564, -87.669371796)",77
3560,JE293151,07/07/2021 09:45:00 AM,043XX W MAYPOLE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1114,28.0,08A,1147445,1901102,41.884583424,-87.73402135399999,"(41.884583424, -87.734021354)",26
3561,JE307314,07/19/2021 10:52:00 PM,039XX S MORGAN ST,031A,ROBBERY,ARMED - HANDGUN,GAS STATION,N,N,925,11.0,03,1170289,1878865,41.823094829,-87.65078427600001,"(41.823094829, -87.650784276)",61
3562,JE235546,05/17/2021 12:00:00 PM,005XX N LAKE SHORE DR,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),N,Y,1834,42.0,26,1180009,1903803,41.891308785,-87.614359614,"(41.891308785, -87.614359614)",8
3563,JE307476,07/19/2021 06:00:00 AM,046XX W 59TH ST,0810,THEFT,OVER $500,CTA BUS STOP,N,N,813,13.0,06,1146457,1864995,41.785519673,-87.738567526,"(41.785519673, -87.738567526)",64
3564,JE306984,07/19/2021 05:15:00 PM,081XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,613,21.0,08B,1172383,1850986,41.746545819,-87.6439223,"(41.746545819, -87.6439223)",71
3565,JE292930,07/07/2021 01:00:00 AM,043XX W AUGUSTA BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1111,37.0,08B,1147341,1906312,41.89888223,-87.734269685,"(41.89888223, -87.734269685)",23
3566,JE306181,07/19/2021 01:00:00 AM,076XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,623,6.0,08B,1179356,1854508,41.756054436999996,-87.618264454,"(41.756054437, -87.618264454)",69
3567,JE267130,06/15/2021 04:27:00 PM,012XX W 71ST ST,0460,BATTERY,SIMPLE,STREET,N,N,734,6.0,08B,1168776,1857686,41.76501006,-87.656946192,"(41.76501006, -87.656946192)",67
3568,JE267400,06/15/2021 01:13:00 PM,046XX W SCHUBERT AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,N,2521,31.0,08B,1144801,1917472,41.929554718,-87.74331711,"(41.929554718, -87.74331711)",19
3569,JE279080,06/25/2021 01:00:00 PM,056XX W BELMONT AVE,0560,ASSAULT,SIMPLE,BANK,N,N,1633,30.0,08A,1138271,1920712,41.93856642,-87.767234734,"(41.93856642, -87.767234734)",15
3570,JE278948,06/25/2021 10:50:00 AM,043XX S STATE ST,0560,ASSAULT,SIMPLE,GAS STATION,N,N,215,3.0,08A,1176995,1876348,41.816039143000005,-87.62625873399999,"(41.816039143, -87.626258734)",38
3571,JE306223,07/19/2021 02:28:00 AM,048XX S LA CROSSE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,814,22.0,04B,1144840,1872201,41.805324639,-87.74431525899999,"(41.805324639, -87.744315259)",56
3572,JE266964,06/15/2021 01:28:00 PM,071XX S ADA ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,Y,N,734,6.0,18,1168668,1857600,41.764776394,-87.657344521,"(41.764776394, -87.657344521)",67
3573,JE233499,05/17/2021 07:52:00 PM,110XX S PEORIA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,DRIVEWAY - RESIDENTIAL,Y,N,2234,34.0,15,1172281,1831748,41.693756222,-87.64485978200001,"(41.693756222, -87.644859782)",75
3574,JE307265,07/19/2021 09:19:00 PM,093XX S HALSTED ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,2223,21.0,15,1172624,1842756,41.723956279,-87.64328100799999,"(41.723956279, -87.643281008)",73
3575,JE309597,07/19/2021 10:30:00 PM,002XX S STATE ST,0460,BATTERY,SIMPLE,CTA PLATFORM,N,N,113,42.0,08B,1176417,1899156,41.878638996,-87.627691486,"(41.878638996, -87.627691486)",32
3576,JE306545,07/19/2021 11:31:00 AM,065XX N CLARK ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,COMMERCIAL / BUSINESS OFFICE,N,N,2432,40.0,24,1164204,1943320,42.000094189,-87.67128255700001,"(42.000094189, -87.671282557)",1
3577,JE307282,07/19/2021 10:10:00 PM,001XX S LAVERGNE AVE,0810,THEFT,OVER $500,APARTMENT,N,Y,1533,28.0,06,1143278,1899117,41.879215179,-87.74937293,"(41.879215179, -87.74937293)",25
3578,JE309956,07/19/2021 12:00:00 AM,071XX N CALDWELL AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,N,N,1621,41.0,10,1132523,1947016,42.010849334,-87.787744658,"(42.010849334, -87.787744658)",
3579,JE325636,08/01/2021 08:20:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42.0,06,1178722,1901251,41.884335468,-87.61916408799999,"(41.884335468, -87.619164088)",32
3580,JE306390,07/19/2021 08:39:00 AM,054XX W HURON ST,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,1524,37.0,08B,1139655,1904096,41.89294506,-87.76255455799999,"(41.89294506, -87.762554558)",25
3581,JE351350,08/26/2021 04:00:00 PM,044XX W ROOSEVELT RD,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,GAS STATION,N,N,1131,24.0,11,1147062,1894336,41.86602405,-87.735600824,"(41.86602405, -87.735600824)",29
3582,JE306774,07/19/2021 12:00:00 AM,038XX W JACKSON BLVD,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",SIDEWALK,N,Y,1133,28.0,04B,1150770,1898411,41.877134658,-87.72188180100001,"(41.877134658, -87.721881801)",26
3583,JE307162,07/19/2021 07:55:00 PM,046XX S DREXEL BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,222,4.0,14,1183101,1874456,41.810707298000004,-87.603919835,"(41.810707298, -87.603919835)",39
3584,JE306500,07/19/2021 10:45:00 AM,067XX S LAFAYETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,722,6.0,08B,1176999,1860120,41.771507831,-87.62673334,"(41.771507831, -87.62673334)",69
3585,JF140684,02/10/2022 11:51:00 PM,106XX S CALHOUN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,434,10.0,08B,1194883,1834899,41.701877358000004,-87.562006313,"(41.701877358, -87.562006313)",51
3586,JE309258,07/19/2021 06:00:00 PM,035XX N KEELER AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,N,N,1731,30.0,15,1147784,1923444,41.945885554,-87.732201439,"(41.945885554, -87.732201439)",16
3587,JE307201,07/19/2021 06:22:00 PM,004XX N UNION AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1214,27.0,06,1171446,1903475,41.890601318,-87.64581678200001,"(41.890601318, -87.645816782)",24
3588,JE307202,07/19/2021 08:20:00 PM,016XX N OAKLEY AVE,0460,BATTERY,SIMPLE,STREET,N,N,1434,32.0,08B,1160768,1911048,41.911610314,-87.684821236,"(41.911610314, -87.684821236)",24
3589,JE307277,07/19/2021 08:45:00 PM,046XX N ROCKWELL ST,0810,THEFT,OVER $500,CTA TRAIN,N,N,1911,47.0,06,1158195,1930890,41.966111076,-87.693729782,"(41.966111076, -87.693729782)",4
3590,JE266697,06/15/2021 10:54:00 AM,004XX S PULASKI RD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),GAS STATION,Y,N,1132,28.0,18,1149801,1897543,41.874771656,-87.72546228899999,"(41.874771656, -87.725462289)",26
3591,JE233069,05/17/2021 10:40:00 AM,047XX W NORTH AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2533,37.0,06,1144299,1910210,41.909636514,-87.745344809,"(41.909636514, -87.745344809)",25
3592,JE294242,07/08/2021 08:02:00 AM,011XX W BERWYN AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,2023,48.0,04A,1167775,1935358,41.978169762,-87.65837656299999,"(41.978169762, -87.658376563)",77
3593,JE284585,06/09/2021 12:00:00 AM,013XX S KARLOV AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,1011,24.0,26,1149269,1893370,41.863330777,-87.727523713,"(41.863330777, -87.727523713)",29
3594,JE278921,06/25/2021 09:30:00 AM,0000X E ROOSEVELT RD,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,N,N,131,3.0,14,1176593,1895068,41.867417305,-87.62716874700001,"(41.867417305, -87.627168747)",32
3595,JE299977,07/08/2021 02:31:00 PM,005XX W MENOMONEE ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1813,43.0,06,1172158,1912239,41.914634536,-87.64294297100001,"(41.914634536, -87.642942971)",7
3596,JE294380,07/08/2021 10:15:00 AM,012XX E 87TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,412,8.0,04B,1185837,1847543,41.736791493000005,-87.594732381,"(41.736791493, -87.594732381)",45
3597,JE295212,07/08/2021 09:45:00 PM,021XX W ARTHUR AVE,0560,ASSAULT,SIMPLE,ALLEY,N,Y,2412,50.0,08A,1161038,1943138,41.999661358000004,-87.682934625,"(41.999661358, -87.682934625)",2
3598,JE295230,07/08/2021 11:49:00 PM,038XX W 18TH ST,0460,BATTERY,SIMPLE,STREET,N,N,1014,24.0,08B,1150910,1891105,41.857083414,-87.721558931,"(41.857083414, -87.721558931)",29
3599,JE294545,07/08/2021 07:00:00 AM,013XX W GREENLEAF AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2423,49.0,14,1166136,1947081,42.01037323,-87.664067038,"(42.01037323, -87.664067038)",1
3600,JE307105,07/19/2021 07:02:00 PM,054XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,231,3.0,08B,1178524,1869006,41.795857382,-87.620873349,"(41.795857382, -87.620873349)",40
3601,JE307096,07/19/2021 11:00:00 AM,002XX N STATE ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,111,42.0,07,1176327,1901797,41.885888079000004,-87.62794223799999,"(41.885888079, -87.627942238)",32
3602,JE351608,08/26/2021 01:30:00 PM,019XX N HALSTED ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1813,43.0,07,1170655,1912927,41.916555511,-87.648444556,"(41.916555511, -87.648444556)",7
3603,JE257680,06/06/2021 12:30:00 AM,046XX N KENTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,Y,N,1722,39.0,14,1144864,1930532,41.965391311,-87.74275491799999,"(41.965391311, -87.742754918)",16
3604,JE307120,07/19/2021 07:07:00 PM,048XX W FULTON ST,2027,NARCOTICS,POSSESS - CRACK,ALLEY,Y,N,1532,28.0,18,1144218,1901500,41.885736814,-87.74586147,"(41.885736814, -87.74586147)",25
3605,JE306762,07/19/2021 01:47:00 PM,014XX N MILWAUKEE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - PORCH / HALLWAY,Y,N,1424,1.0,26,1163656,1909870,41.90831739,-87.674244896,"(41.90831739, -87.674244896)",24
3606,JE307042,07/19/2021 04:28:00 AM,020XX W BELMONT AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,RESIDENCE - GARAGE,N,N,1931,32.0,26,1162258,1921246,41.939563242,-87.679061585,"(41.939563242, -87.679061585)",5
3607,JE307122,07/19/2021 07:16:00 PM,004XX W 123RD ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,523,34.0,04B,1175340,1823341,41.670618464,-87.633909961,"(41.670618464, -87.633909961)",53
3608,JE309030,07/19/2021 12:00:00 PM,063XX N KEDVALE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1711,39.0,06,1147563,1941633,41.995801716,-87.73254492299999,"(41.995801716, -87.732544923)",12
3609,JE307938,07/19/2021 06:30:00 AM,008XX N MILWAUKEE AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,COMMERCIAL / BUSINESS OFFICE,N,N,1213,27.0,26,1168392,1905871,41.897242704,-87.65696311100001,"(41.897242704, -87.656963111)",24
3610,JE306274,07/19/2021 05:00:00 AM,101XX S AVENUE M,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,432,10.0,08B,1201490,1838400,41.711319469,-87.537695593,"(41.711319469, -87.537695593)",52
3611,JE267024,06/15/2021 02:32:00 PM,0000X E MARQUETTE RD,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,VEHICLE NON-COMMERCIAL,Y,N,322,6.0,18,1177528,1860572,41.772736225,-87.62478056799999,"(41.772736225, -87.624780568)",69
3612,JE306830,07/19/2021 10:30:00 AM,006XX E 71ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,323,6.0,08B,1181894,1858088,41.765820061,-87.60885283100001,"(41.765820061, -87.608852831)",69
3613,JE306253,07/19/2021 03:37:00 AM,005XX W ARLINGTON PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1935,43.0,08B,1172136,1916652,41.9267445,-87.642893262,"(41.9267445, -87.642893262)",7
3614,JE267256,06/15/2021 12:00:00 PM,081XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,631,8.0,14,1183982,1851140,41.746705534,-87.60141635299999,"(41.746705534, -87.601416353)",44
3615,JE307121,07/19/2021 04:40:00 PM,049XX S DREXEL BLVD,0560,ASSAULT,SIMPLE,APARTMENT,N,N,222,4.0,08A,1183147,1872548,41.805470526,-87.60381051899999,"(41.805470526, -87.603810519)",39
3616,JE308179,07/19/2021 09:30:00 PM,025XX W POLK ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1135,28.0,06,1159745,1896290,41.87113425,-87.688986557,"(41.87113425, -87.688986557)",28
3617,JE232953,05/17/2021 10:30:00 AM,112XX S FORRESTVILLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,531,9.0,14,1181932,1830450,41.689977218,-87.609565325,"(41.689977218, -87.609565325)",50
3618,JE307094,07/19/2021 05:00:00 PM,091XX S OGLESBY AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,413,7.0,08B,1193429,1844739,41.728914903,-87.567009633,"(41.728914903, -87.567009633)",48
3619,JE322056,08/01/2021 11:27:00 AM,078XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,611,17.0,14,1167038,1852640,41.751200475,-87.66346049200001,"(41.751200475, -87.663460492)",71
3620,JE306305,07/19/2021 01:00:00 AM,011XX W GRAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1214,27.0,07,1168558,1903630,41.891089656999995,-87.656418356,"(41.891089657, -87.656418356)",24
3621,JE307402,07/19/2021 11:35:00 PM,080XX S MARYLAND AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,631,8.0,04B,1183295,1851976,41.749015615,-87.60390769600001,"(41.749015615, -87.603907696)",44
3622,JE295863,07/08/2021 05:33:00 PM,061XX N BROADWAY,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,N,N,2433,48.0,06,1167199,1940579,41.992508755,-87.66034393,"(41.992508755, -87.66034393)",77
3623,JE296056,07/08/2021 08:00:00 PM,027XX W 87TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,835,18.0,11,1159654,1846822,41.735389535,-87.690678575,"(41.735389535, -87.690678575)",70
3624,JE298759,07/08/2021 03:16:00 PM,0000X E ROOSEVELT RD,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,123,4.0,06,1176576,1895067,41.867414944000004,-87.627231186,"(41.867414944, -87.627231186)",33
3625,JE279057,06/25/2021 11:30:00 AM,007XX N MENARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1511,29.0,08B,1137593,1904534,41.894184379,-87.770117054,"(41.894184379, -87.770117054)",25
3626,JE297228,07/08/2021 10:00:00 PM,080XX S WOOD ST,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,611,17.0,08A,1165747,1851348,41.747682526,-87.66822797799999,"(41.747682526, -87.668227978)",71
3627,JE294688,07/08/2021 01:00:00 PM,077XX S CHAPPEL AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,414,8.0,06,1191213,1854073,41.754582103000004,-87.574825841,"(41.754582103, -87.574825841)",43
3628,JE294164,07/08/2021 03:45:00 AM,018XX N DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1422,1.0,08B,1152529,1911978,41.914329271,-87.71506424799999,"(41.914329271, -87.715064248)",22
3629,JE307344,07/19/2021 11:10:00 PM,0000X S MICHIGAN AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,112,42.0,06,1177316,1900297,41.881749633000005,-87.624355971,"(41.881749633, -87.624355971)",32
3630,JE307646,07/19/2021 11:20:00 PM,119XX S PARNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,N,N,524,34.0,05,1174785,1825729,41.677183863,-87.635870473,"(41.677183863, -87.635870473)",53
